Country Name,"Country Code","Series Name","Series Code","Time","Time Code","Value"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2002","YR2002","59.617"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2003","YR2003","60.076"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2004","YR2004","60.533"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2005","YR2005","60.988"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2006","YR2006","61.441"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2007","YR2007","61.893"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2008","YR2008","62.346"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2009","YR2009","62.8"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2010","YR2010","63.256"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2011","YR2011","63.712"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2012","YR2012","64.169"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2013","YR2013","64.627"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2014","YR2014","65.085"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2015","YR2015","65.543"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2016","YR2016","66.001"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2017","YR2017","66.459"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2018","YR2018","66.916"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2019","YR2019","67.373"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2020","YR2020","67.829"
"Congo, Rep.","COG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2021","YR2021","68.283"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1960","YR1960","34.254"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1961","YR1961","34.329"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1962","YR1962","34.404"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1963","YR1963","34.606"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1964","YR1964","35.197"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1965","YR1965","35.791"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1966","YR1966","36.39"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1967","YR1967","36.993"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1968","YR1968","37.601"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1969","YR1969","38.212"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1970","YR1970","38.827"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1971","YR1971","39.445"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1972","YR1972","40.068"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1973","YR1973","40.655"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1974","YR1974","41.002"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1975","YR1975","41.349"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1976","YR1976","41.698"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1977","YR1977","42.046"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1978","YR1978","42.396"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1979","YR1979","42.747"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1980","YR1980","43.099"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1981","YR1981","43.45"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1982","YR1982","43.803"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1983","YR1983","44.156"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1984","YR1984","44.542"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1985","YR1985","45.445"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1986","YR1986","46.353"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1987","YR1987","47.264"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1988","YR1988","48.177"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1989","YR1989","49.089"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1990","YR1990","50.003"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1991","YR1991","50.917"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1992","YR1992","51.832"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1993","YR1993","52.743"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1994","YR1994","53.653"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1995","YR1995","54.561"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1996","YR1996","55.467"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1997","YR1997","56.367"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1998","YR1998","57.264"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1999","YR1999","58.157"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2000","YR2000","59.052"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2001","YR2001","60.41"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2002","YR2002","61.753"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2003","YR2003","63.08"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2004","YR2004","64.388"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2005","YR2005","65.672"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2006","YR2006","66.935"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2007","YR2007","68.174"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2008","YR2008","69.39"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2009","YR2009","70.575"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2010","YR2010","71.736"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2011","YR2011","72.868"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2012","YR2012","73.946"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2013","YR2013","74.97"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2014","YR2014","75.941"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2015","YR2015","76.862"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2016","YR2016","77.735"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2017","YR2017","78.56"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2018","YR2018","79.34"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2019","YR2019","80.076"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2020","YR2020","80.771"
Costa Rica,"CRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2021","YR2021","81.425"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1960","YR1960","17.679"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1961","YR1961","18.911"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1962","YR1962","20.21"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1963","YR1963","21.575"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1964","YR1964","23.007"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1965","YR1965","24.5"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1966","YR1966","25.206"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1967","YR1967","25.926"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1968","YR1968","26.659"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1969","YR1969","27.404"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1970","YR1970","28.163"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1971","YR1971","28.934"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1972","YR1972","29.719"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1973","YR1973","30.513"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1974","YR1974","31.321"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1975","YR1975","32.229"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1976","YR1976","33.594"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1977","YR1977","34.983"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1978","YR1978","36.4"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1979","YR1979","36.614"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1980","YR1980","36.829"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1981","YR1981","37.044"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1982","YR1982","37.26"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1983","YR1983","37.476"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1984","YR1984","37.693"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1985","YR1985","37.91"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1986","YR1986","38.127"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1987","YR1987","38.346"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1988","YR1988","38.608"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1989","YR1989","38.976"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1990","YR1990","39.345"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1991","YR1991","39.716"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1992","YR1992","40.088"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1993","YR1993","40.461"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1994","YR1994","40.835"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1995","YR1995","41.21"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1996","YR1996","41.587"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1997","YR1997","41.964"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1998","YR1998","42.342"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1999","YR1999","42.741"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2000","YR2000","43.155"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2001","YR2001","43.568"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2002","YR2002","43.983"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2003","YR2003","44.399"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2004","YR2004","44.817"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2005","YR2005","45.234"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2006","YR2006","45.652"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2007","YR2007","46.071"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2008","YR2008","46.491"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2009","YR2009","46.91"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2010","YR2010","47.33"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2011","YR2011","47.751"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2012","YR2012","48.172"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2013","YR2013","48.593"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2014","YR2014","49.014"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2015","YR2015","49.444"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2016","YR2016","49.881"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2017","YR2017","50.326"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2018","YR2018","50.779"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2019","YR2019","51.239"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2020","YR2020","51.706"
Cote d'Ivoire,"CIV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2021","YR2021","52.18"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1960","YR1960","30.154"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1961","YR1961","31.04"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1962","YR1962","32.001"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1963","YR1963","32.979"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1964","YR1964","33.972"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1965","YR1965","34.977"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1966","YR1966","35.997"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1967","YR1967","37.03"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1968","YR1968","38.076"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1969","YR1969","39.13"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1970","YR1970","40.196"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1971","YR1971","41.168"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1972","YR1972","41.839"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1973","YR1973","42.511"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1974","YR1974","43.186"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1975","YR1975","43.864"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1976","YR1976","44.545"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1977","YR1977","45.227"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1978","YR1978","45.911"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1979","YR1979","46.597"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1980","YR1980","47.285"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1981","YR1981","47.887"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1982","YR1982","48.237"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1983","YR1983","48.587"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1984","YR1984","48.937"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1985","YR1985","49.287"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1986","YR1986","49.637"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1987","YR1987","49.987"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1988","YR1988","50.338"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1989","YR1989","50.687"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1990","YR1990","51.037"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1991","YR1991","51.357"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1992","YR1992","51.588"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1993","YR1993","51.818"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1994","YR1994","52.048"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1995","YR1995","52.279"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1996","YR1996","52.509"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1997","YR1997","52.739"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1998","YR1998","52.968"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1999","YR1999","53.198"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2000","YR2000","53.428"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2001","YR2001","53.642"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2002","YR2002","53.81"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2003","YR2003","53.979"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2004","YR2004","54.147"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2005","YR2005","54.315"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2006","YR2006","54.483"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2007","YR2007","54.651"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2008","YR2008","54.819"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2009","YR2009","54.987"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2010","YR2010","55.155"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2011","YR2011","55.322"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2012","YR2012","55.506"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2013","YR2013","55.706"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2014","YR2014","55.923"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2015","YR2015","56.155"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2016","YR2016","56.403"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2017","YR2017","56.667"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2018","YR2018","56.947"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2019","YR2019","57.242"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2020","YR2020","57.553"
Croatia,"HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2021","YR2021","57.878"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1960","YR1960","58.401"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1961","YR1961","58.588"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1962","YR1962","58.776"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1963","YR1963","58.963"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1964","YR1964","59.15"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1965","YR1965","59.337"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1966","YR1966","59.523"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1967","YR1967","59.709"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1968","YR1968","59.895"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1969","YR1969","60.081"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1970","YR1970","60.266"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1971","YR1971","60.976"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1972","YR1972","61.8"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1973","YR1973","62.614"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1974","YR1974","63.423"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1975","YR1975","64.224"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1976","YR1976","65.018"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1977","YR1977","65.802"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1978","YR1978","66.579"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1979","YR1979","67.346"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1980","YR1980","68.106"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1981","YR1981","68.853"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1982","YR1982","69.414"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1983","YR1983","69.925"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1984","YR1984","70.433"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1985","YR1985","70.933"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1986","YR1986","71.43"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1987","YR1987","71.921"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1988","YR1988","72.408"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1989","YR1989","72.888"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1990","YR1990","73.364"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1991","YR1991","73.676"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1992","YR1992","73.827"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1993","YR1993","73.977"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1994","YR1994","74.127"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1995","YR1995","74.277"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1996","YR1996","74.426"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1997","YR1997","74.618"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1998","YR1998","74.855"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1999","YR1999","75.089"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2000","YR2000","75.323"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2001","YR2001","75.555"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2002","YR2002","75.785"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2003","YR2003","75.947"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2004","YR2004","76.041"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2005","YR2005","76.134"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2006","YR2006","76.227"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2007","YR2007","76.32"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2008","YR2008","76.413"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2009","YR2009","76.505"
Cuba,"CUB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2010","YR2010","76.597"
