WEO Country Group Code,WEO Subject Code,Country Group Name,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Estimates Start After
119,GGR_NGDP,Major advanced economies (G7),General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government's net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.983,33.624,33.705,34.055,34.865,35.635,36.009,35.574,34.171,34.05,34.667,34.769,36.238,36.431,36.268,36.02,35.909,35.77,35.487,36.12,36.601,36.613,36.678,36.53,36.401,36.453,36.61,
119,GGX_NGDP,Major advanced economies (G7),General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36.979,37.726,38.39,37.997,38.093,37.812,38.2,40.041,43.988,42.82,42.038,41.207,40.527,40.031,39.267,39.325,39.136,39.178,39.263,48.017,45.048,41.535,40.014,39.8,40.006,40.015,40.188,
119,GGXCNL_NGDP,Major advanced economies (G7),General government net lending/borrowing,"Net lending (+)/ borrowing (-) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (-) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.996,-4.102,-4.685,-3.943,-3.228,-2.177,-2.19,-4.467,-9.817,-8.77,-7.371,-6.439,-4.289,-3.6,-3,-3.306,-3.227,-3.408,-3.775,-11.897,-8.447,-4.921,-3.337,-3.27,-3.605,-3.562,-3.578,
119,GGSB_NPGDP,Major advanced economies (G7),General government structural balance,,Percent of potential GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.286,-3.627,-4.121,-3.905,-3.179,-2.464,-2.77,-3.962,-5.593,-6.733,-5.706,-4.482,-3.081,-2.528,-2.241,-2.73,-2.923,-3.276,-3.88,-8,-6.457,-5.012,-3.594,-3.328,-3.624,-3.577,-3.537,
119,GGXONLB_NGDP,Major advanced economies (G7),General government primary net lending/borrowing,Primary net lending/borrowing is net lending (+)/borrowing (-) plus net interest payable/paid (interest expense minus interest revenue).,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.325,-1.902,-2.583,-1.942,-1.266,-0.296,-0.208,-2.475,-7.888,-6.774,-5.207,-4.338,-2.449,-1.775,-1.306,-1.567,-1.524,-1.649,-2.065,-10.296,-7.07,-3.693,-2.018,-1.669,-1.723,-1.441,-1.308,
119,GGXWDN_NGDP,Major advanced economies (G7),General government net debt,"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,47.611,50.33,53.83,59.058,58.209,56.469,55.845,61.747,73.436,79.731,85.133,88.435,86.779,86.733,86.203,88.11,85.916,86.106,86.761,100.78,101.198,97.53,96.245,96.45,97.831,99.174,100.541,
119,GGXWDG_NGDP,Major advanced economies (G7),General government gross debt,"Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,74.846,76.569,79.654,84.872,84.85,82.381,80.643,88.476,103.42,111.539,116.504,120.624,118.399,117.348,116.359,119.521,117.353,117.111,118.077,140.761,137.337,131.628,129.29,128.772,128.915,129.02,129.083,
119,BCA,Major advanced economies (G7),Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.",U.S. dollars,Billions,,-47.612,-19.173,-10.371,-18.329,-58.964,-63.922,-37.461,-66.965,-50.48,-60.302,-72.788,-30.922,-35.628,9.588,-22.744,-17.122,-19.559,16.775,-58.837,-168.531,-311.221,-307.609,-321.317,-370.434,-356.275,-486.318,-549.575,-415.595,-540.979,-210.496,-236.752,-281.552,-296.721,-230.95,-238.989,-173.373,-60.563,17.281,-68.036,-57.224,-272.183,-390.508,-688.094,-578.757,-429.515,-333.259,-283.265,-232.28,
119,BCA_NGDPD,Major advanced economies (G7),Current account balance,,Percent of GDP,,,-0.69,-0.269,-0.146,-0.245,-0.749,-0.766,-0.371,-0.577,-0.387,-0.445,-0.486,-0.193,-0.207,0.055,-0.121,-0.084,-0.096,0.083,-0.287,-0.781,-1.409,-1.409,-1.428,-1.491,-1.305,-1.707,-1.849,-1.302,-1.616,-0.66,-0.715,-0.8,-0.839,-0.653,-0.659,-0.498,-0.169,0.047,-0.174,-0.144,-0.703,-0.922,-1.525,-1.209,-0.86,-0.64,-0.524,-0.414,
119,BM,Major advanced economies (G7),Imports of goods and services,,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,112.90","3,245.87","3,322.73","3,537.03","3,902.41","3,759.10","3,846.35","4,357.13","5,115.70","5,685.21","6,385.95","7,036.48","7,749.64","6,052.43","7,012.90","8,120.70","8,042.60","8,087.04","8,354.34","7,561.63","7,448.50","8,023.73","8,755.31","8,608.98","7,646.27","9,199.58","10,348.40","10,853.61","11,248.68","11,694.25","12,130.12","12,574.22",
119,BX,Major advanced economies (G7),Exports of goods and services,,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,167.07","3,331.60","3,353.95","3,437.97","3,641.77","3,497.05","3,588.95","4,047.58","4,758.75","5,173.17","5,807.67","6,589.53","7,194.28","5,758.67","6,615.79","7,582.04","7,558.17","7,701.81","7,968.71","7,263.37","7,231.58","7,772.26","8,367.74","8,233.30","7,177.74","8,522.86","9,390.80","10,020.08","10,544.42","11,055.99","11,543.99","12,032.58",
119,BF,Major advanced economies (G7),Financial account balance,,U.S. dollars,Billions,,-18.754,8.644,23.46,-0.722,-29.208,-41.686,0.454,-90.663,-60.905,-11,-88.872,-61.52,-49.745,-12.354,-60.619,31.055,-38.889,-48.889,76.91,-112.595,-365.423,-299.83,-408.358,-463.147,-287.65,-549.16,-630.6,-299.031,-605.398,-138.699,-343.228,-461.465,-395.237,-275.625,-35.439,-67.747,5.374,32.866,-1.087,-132.995,-350.984,-331.005,-680.43,-566.035,-416.856,-322.415,-279.655,-238.797,
119,BFD,Major advanced economies (G7),"Direct investment, net",,U.S. dollars,Billions,,7.069,5.791,3.069,9.817,7.712,16.152,22.753,17.401,33.199,42.916,64.528,80.201,76.495,78.79,100.417,115.229,103.27,110.395,147.058,177.522,-54.81,85.263,88.169,134.165,328.709,-56.001,78.458,525.465,421.912,283.553,270.007,404.19,282.507,239.806,217.057,-80.101,-223.581,332.507,-115.039,107.88,188.503,399.336,216.516,196.784,242.16,201.686,245.819,256.07,
119,BFP,Major advanced economies (G7),"Portfolio investment, net",,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,-20.249,-43.608,-47.922,-26.909,1.629,-55.794,-116.483,-24.428,-136.584,-49.914,-154.731,-227.384,-243.451,28.421,-209.523,-233.755,-148.981,-456.308,-534.762,-719.538,-566.23,-475.652,-975.246,"-1,555.19",-326.773,-721.885,"-1,072.04",-263.013,-504.649,-14.374,175.511,154.886,-105.337,123.732,-123.597,-407.067,-146.577,-336.223,-325.658,-116.255,-20.353,18.341,80.546,
119,BFF,Major advanced economies (G7),"Financial derivatives, net",,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.55,12.736,-0.024,6.768,-21.742,-2.869,21.051,13.766,0.859,-64.455,158.242,314.19,-132.682,-74.822,-34.382,-31.85,137.244,28.513,-88.464,31.503,70.539,-15.348,7.407,120.998,54.335,25.745,52.059,35.822,42.162,37.37,39.119,
119,BFO,Major advanced economies (G7),"Other investment, net",,U.S. dollars,Billions,,-2.309,35.858,48.87,7.038,-7.783,-37.836,-2.273,-133.319,-85.864,-62.122,-117.504,-12.506,-79.993,9.029,-131.071,-5.408,28.906,52.495,-117.843,-131.295,-138.003,-247.094,-83.941,-267.692,-66.262,73.774,-205.497,-54.779,180.273,-90.687,112.853,33.988,-371.908,-197.349,-284.894,-120.361,28.669,-294.446,-62.645,-160.001,-280.311,-945.665,-600.215,-504.527,-594.819,-562.743,-598.427,-632.088,
119,BFRA,Major advanced economies (G7),Change in reserves,,U.S. dollars,Billions,,-9.237,-5.075,-8.152,9.56,7.905,2.952,28.584,76.927,21.512,17.79,25.312,-29.335,2.576,8.632,23.63,81.621,46.005,17.068,6.471,50.724,54.378,32.726,46.59,184.09,155.676,-1.565,36.54,47.291,33.417,127.889,70.616,206.779,-10.97,49.323,18.265,45.668,13.896,29.593,68.212,35.311,26.894,307.564,13.747,15.306,16.236,16.833,17.243,17.556,
119,D,Major advanced economies (G7),"External debt, total",,U.S. dollars,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,D_NGDPD,Major advanced economies (G7),"External debt, total",,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,D_BX,Major advanced economies (G7),"External debt, total",,Percent of exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DS,Major advanced economies (G7),"External debt, total debt service",,U.S. dollars,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DS_NGDPD,Major advanced economies (G7),"External debt, total debt service",,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DS_BX,Major advanced economies (G7),"External debt, total debt service",,Percent of exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DSI,Major advanced economies (G7),"External debt, total debt service, interest",,U.S. dollars,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DSI_NGDPD,Major advanced economies (G7),"External debt, total debt service, interest",,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DSI_BX,Major advanced economies (G7),"External debt, total debt service, interest",,Percent of exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DSP,Major advanced economies (G7),"External debt, total debt service, amortization",,U.S. dollars,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DSP_NGDPD,Major advanced economies (G7),"External debt, total debt service, amortization",,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DSP_BX,Major advanced economies (G7),"External debt, total debt service, amortization",,Percent of exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PALLFNFW,Major advanced economies (G7),Commodity Price Index includes both Fuel and Non-Fuel Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PNFUELW,Major advanced economies (G7),Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PINDUW,Major advanced economies (G7),Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,POILAPSP,Major advanced economies (G7),"Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel","The APSP denotes an equally weighted average of three crude oil spot prices West Texas Intermediate ( WTI ), Dated Brent ( Brent ), and Dubai Fateh ( Dubai ). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the  headline  oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.",U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,POILBRE,Major advanced economies (G7),"Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,POILDUB,Major advanced economies (G7),"Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,POILWTI,Major advanced economies (G7),"Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PNRGW,Major advanced economies (G7),"Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,POILAPSPW,Major advanced economies (G7),"Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh","The APSP denotes an equally weighted average of three crude oil spot prices West Texas Intermediate ( WTI ), Dated Brent ( Brent ), and Dubai Fateh ( Dubai ). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the  headline  oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.","Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PNGASW,Major advanced economies (G7),"Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PNGASEU,Major advanced economies (G7),"Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PNGASJP,Major advanced economies (G7),"Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PNGASUS,Major advanced economies (G7),"Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PCOALW,Major advanced economies (G7),Commodity Coal Price Index includes Australian and South African Coal,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PCOALAU,Major advanced economies (G7),"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PCOALSA,Major advanced economies (G7),"Coal, South African export price, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PFANDBW,Major advanced economies (G7),Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PFOODW,Major advanced economies (G7),"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PCEREW,Major advanced economies (G7),"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PWHEAMT,Major advanced economies (G7),"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PMAIZMT,Major advanced economies (G7),"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PRICENPQ,Major advanced economies (G7),"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PBARL,Major advanced economies (G7),"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PVOILW,Major advanced economies (G7),"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PSOYB,Major advanced economies (G7),"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PSMEA,Major advanced economies (G7),"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PSOIL,Major advanced economies (G7),"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PROIL,Major advanced economies (G7),"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PPOIL,Major advanced economies (G7),"Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PSUNO,Major advanced economies (G7),"Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,POLVOIL,Major advanced economies (G7),"Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PFISH,Major advanced economies (G7),"Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PGNUTS,Major advanced economies (G7),"Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PMEATW,Major advanced economies (G7),"Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PBEEF,Major advanced economies (G7),"Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PLAMB,Major advanced economies (G7),"Lamb, frozen carcass Smithfield London, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PPORK,Major advanced economies (G7),"Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PPOULT,Major advanced economies (G7),"Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PSEAFW,Major advanced economies (G7),Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PSALM,Major advanced economies (G7),"Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PSHRI,Major advanced economies (G7),"Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PSUGAW,Major advanced economies (G7),"Commodity Sugar Index includes European, Free market, and U.S. Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PSUGAISA,Major advanced economies (G7),"Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PSUGAUSA,Major advanced economies (G7),"Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PBANSOP,Major advanced economies (G7),"Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PORANG,Major advanced economies (G7),"Oranges, miscellaneous oranges French import price, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PBEVEW,Major advanced economies (G7),"Commodity Beverage Price Index includes Coffee, Tea, and Cocoa",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PCOFFW,Major advanced economies (G7),Commodity Coffee Price Index includes Other Mild Arabicas and Robusta,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PCOFFOTM,Major advanced economies (G7),"Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PCOFFROB,Major advanced economies (G7),"Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PCOCO,Major advanced economies (G7),"Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PTEA,Major advanced economies (G7),"Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",,U.S. cents,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PRAWMW,Major advanced economies (G7),"Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
